ds,t,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,seasonal_lower,seasonal_upper,yearly,yearly_lower,yearly_upper,seasonal,yhat
2015-12-24,0.24869565217391304,16.271522288017465,-7.646973324723955,42.529151493184386,16.271522288017465,16.271522288017465,1.7084470267939258,1.7084470267939258,1.7084470267939258,1.7084470267939258,1.7084470267939258,1.7084470267939258,17.97996931481139
2015-12-28,0.25565217391304346,16.50774723653232,-10.259952946122745,43.066767290831564,16.50774723653232,16.50774723653232,0.4175562959000904,0.4175562959000904,0.4175562959000904,0.4175562959000904,0.4175562959000904,0.4175562959000904,16.925303532432412
2015-12-29,0.2573913043478261,16.56680347366104,-9.990595218013791,44.528003771625556,16.56680347366104,16.56680347366104,0.02835041720157877,0.02835041720157877,0.028350417201578767,0.028350417201578767,0.028350417201578767,0.028350417201578767,16.59515389086262
2015-12-30,0.2591304347826087,16.625859710789754,-10.948632281459151,42.477016815382406,16.625859710789754,16.625859710789754,-0.3617850592440092,-0.3617850592440092,-0.3617850592440092,-0.3617850592440092,-0.3617850592440092,-0.3617850592440092,16.264074651545744
2015-12-31,0.2608695652173913,16.6849159469671,-9.827108831762668,41.3978447794159,16.6849159469671,16.6849159469671,-0.7385919878358682,-0.7385919878358682,-0.7385919878358682,-0.7385919878358682,-0.7385919878358682,-0.7385919878358682,15.946323959131231
2016-01-04,0.2678260869565217,16.921140891676476,-12.246252662705587,41.446385233325174,16.921140891676476,16.921140891676476,-1.8308599391662943,-1.8308599391662943,-1.8308599391662943,-1.8308599391662943,-1.8308599391662943,-1.8308599391662943,15.09028095251018
2016-01-05,0.26956521739130435,16.98019712785382,-11.576412065362275,39.903919621199286,16.98019712785382,16.98019712785382,-1.9365757106622574,-1.9365757106622574,-1.9365757106622574,-1.9365757106622574,-1.9365757106622574,-1.9365757106622574,15.043621417191563
2016-01-06,0.271304347826087,17.039253364031165,-11.823453487467921,42.88564371498386,17.039253364031165,17.039253364031165,-1.9548543061377996,-1.9548543061377996,-1.9548543061377994,-1.9548543061377994,-1.9548543061377994,-1.9548543061377994,15.084399057893366
2016-01-07,0.27304347826086955,17.09830960020851,-11.481899649973704,40.67595568487315,17.09830960020851,17.09830960020851,-1.8788925993153367,-1.8788925993153367,-1.8788925993153367,-1.8788925993153367,-1.8788925993153367,-1.8788925993153367,15.219417000893172
2016-01-08,0.2747826086956522,17.157365836385853,-12.081328757705705,40.72482887533579,17.157365836385853,17.157365836385853,-1.7042966748984878,-1.7042966748984878,-1.7042966748984878,-1.7042966748984878,-1.7042966748984878,-1.7042966748984878,15.453069161487365
2016-01-09,0.27652173913043476,17.216422072563194,-9.47111710577657,44.88123152019006,17.216422072563194,17.216422072563194,-1.4292680681233447,-1.4292680681233447,-1.4292680681233447,-1.4292680681233447,-1.4292680681233447,-1.4292680681233447,15.787154004439849
2016-01-11,0.28,17.334534544917886,-10.330851858093217,42.24853458698998,17.334534544917886,17.334534544917886,-0.5843337493616239,-0.5843337493616239,-0.5843337493616239,-0.5843337493616239,-0.5843337493616239,-0.5843337493616239,16.750200795556264
2016-01-12,0.2817391304347826,17.39359078109523,-8.505369101901879,46.394109056352065,17.39359078109523,17.39359078109523,-0.024512134651308286,-0.024512134651308286,-0.024512134651308286,-0.024512134651308286,-0.024512134651308286,-0.024512134651308286,17.369078646443924
